name	x	y	z	material
POO3	0.024	0.0870905	0.09068760000000001	Ag/AgCl
PO1	0.025	0.07671410000000001	0.110621	Ag/AgCl
PPO1	0.028	0.0612556	0.130969	Ag/AgCl
CPP1h	0.029	0.0424025	0.145887	Ag/AgCl
CP1	0.029	0.0192774	0.154267	Ag/AgCl
CCP1h	0.027	-0.00590183	0.15435400000000002	Ag/AgCl
FCC1h	0.028	-0.032141800000000005	0.146263	Ag/AgCl
FC1	0.029	-0.0566942	0.132328	Ag/AgCl
FFC1h	0.027	-0.07715770000000001	0.117863	Ag/AgCl
F1	0.028	-0.09482460000000001	0.09667619999999999	Ag/AgCl
AF3	0.028	-0.10496	0.0713331	Ag/AgCl
FP1	0.027	-0.107033	0.0459224	Ag/AgCl
FPz	0.0	-0.11153700000000001	0.041370699999999996	Ag/AgCl
AFz	0.0	-0.111682	0.0685364	Ag/AgCl
Fz	0.0	-0.0863287	0.11880800000000001	Ag/AgCl
FCz	0.0	-0.0669742	0.13415100000000002	Ag/AgCl
FCCz	0.0	-0.0442926	0.146861	Ag/AgCl
Cz	0.0	-0.0193931	0.157816	Ag/AgCl
CPPz	0.0	0.033183300000000006	0.155887	Ag/AgCl
PPOz	0.0	0.0539072	0.142194	Ag/AgCl
POz	0.0	0.06989619999999999	0.125935	Ag/AgCl
POOz	0.0	0.08325239999999999	0.106349	Ag/AgCl
Oz	0.0	0.0919895	0.0832042	Ag/AgCl
Iz	0.0	0.0966376	0.060590200000000004	Ag/AgCl
I2	-0.024	0.0946318	0.0432415	Ag/AgCl
OI2	-0.026	0.0918544	0.0670803	Ag/AgCl
POO4	-0.024	0.0860973	0.0905719	Ag/AgCl
PO2	-0.026	0.07572079999999999	0.11050499999999999	Ag/AgCl
PPO2	-0.027	0.060378	0.12986	Ag/AgCl
CPP2h	-0.027	0.0424025	0.145887	Ag/AgCl
CP2	-0.03	0.0192774	0.154267	Ag/AgCl
CCP2h	-0.027	-0.00578611	0.153361	Ag/AgCl
FCC2h	-0.029	-0.031032800000000003	0.145386	Ag/AgCl
FC2	-0.03	-0.0576875	0.132213	Ag/AgCl
FFC2h	-0.027	-0.0782667	0.118741	Ag/AgCl
F2	-0.028	-0.0958179	0.09656050000000001	Ag/AgCl
AF4	-0.029	-0.10484399999999999	0.0703398	Ag/AgCl
Fp2	-0.028	-0.107033	0.0459224	Ag/AgCl
AF8	-0.052	-0.0909094	0.0457874	Ag/AgCl
AFF6h	-0.051	-0.0905911	0.06898	Ag/AgCl
F4	-0.05	-0.0802244	0.0923366	Ag/AgCl
FFC4h	-0.052	-0.060570900000000004	0.113755	Ag/AgCl
FCC4h	-0.054	-0.037889400000000004	0.126465	Ag/AgCl
C2	-0.054	-0.012989800000000001	0.13742	Ag/AgCl
CCP4h	-0.052	0.0127198	0.141422	Ag/AgCl
CPP4h	-0.052	0.0356135	0.13502799999999998	Ag/AgCl
P4	-0.048	0.0565688	0.119348	Ag/AgCl
PO4	-0.047	0.0700408	0.0987688	Ag/AgCl
POO8	-0.048	0.0779003	0.0745154	Ag/AgCl
POO10h	-0.045	0.083426	0.0530104	Ag/AgCl
POO12h	-0.045	0.0841011	0.0299335	Ag/AgCl
PO12	-0.062	0.0662702	0.0187952	Ag/AgCl
PO10	-0.063	0.06647270000000001	0.0429811	Ag/AgCl
PPO8	-0.064	0.0625864	0.0676974	Ag/AgCl
P6	-0.067	0.052856099999999996	0.0907262	Ag/AgCl
CPP6h	-0.069	0.038738	0.10821	Ag/AgCl
CP4	-0.072	0.0143881	0.118461	Ag/AgCl
C4	-0.074	-0.011437200000000002	0.115452	Ag/AgCl
FC4	-0.072	-0.0352277	0.10362	Ag/AgCl
FFC6h	-0.066	-0.0590183	0.0917869	Ag/AgCl
F6	-0.066	-0.0710245	0.0652191	Ag/AgCl
F8	-0.068	-0.0700022	0.039162300000000004	Ag/AgCl
FFT8h	-0.074	-0.0528175	0.047205	Ag/AgCl
FC6	-0.078	-0.0413417	0.069684	Ag/AgCl
FCC6h	-0.08	-0.018939900000000003	0.093436	Ag/AgCl
CCP6h	-0.082	0.00799447	0.0955672	Ag/AgCl
TPP8h	-0.078	0.0324601	0.0843229	Ag/AgCl
P8	-0.074	0.0449388	0.0636279	Ag/AgCl
P10	-0.074	0.048179	0.035816	Ag/AgCl
P12	-0.07	0.0531743	0.0102221	Ag/AgCl
TTP8h	-0.082	0.022160799999999998	0.0690283	Ag/AgCl
C6	-0.086	-0.00149474	0.0733196	Ag/AgCl
FTT8h	-0.082	-0.023414400000000002	0.0627118	Ag/AgCl
FT8	-0.079	-0.0350059	0.041226	Ag/AgCl
T10	-0.084	-0.00731942	-0.0149474	Ag/AgCl
FT10	-0.082	-0.0170497	0.00808126	Ag/AgCl
FTT10h	-0.084	-0.0118808	0.032845799999999994	Ag/AgCl
T8	-0.086	0.00361632	0.0467325	Ag/AgCl
TP8	-0.08	0.0315439	0.0489794	Ag/AgCl
